"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",12.7,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",14,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",14.5,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",14.9,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",14.5,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",15.4,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",16.5,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",16.7,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",15.9,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",17.2,,
"CICDINFE","Certain infectious and parasitic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",14.4,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",0.6,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",0.5,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",0.4,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",0.4,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",0.4,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",0.4,,
"CICDHIVD","HIV-AIDS","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",0.4,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",234.8,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",227.5,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",227.1,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",223.3,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",219.5,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",217.5,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",213.5,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",209.9,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",210.5,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",207,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",206,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",205,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",201.6,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",204.8,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",200.9,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",199.6,,
"CICDTUME","Malignant neoplasms","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",200.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",32.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",31.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",31.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",30.7,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",29.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",28.4,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",27.5,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",26.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",25.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",24.8,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",24.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",24,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",23.3,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",23.2,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",22.6,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",22.1,,
"CICDNCRA","Malignant neoplasms of colon, rectum and anus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",21.6,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",42.6,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",41.5,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",41.5,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",41.1,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",41,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",41.2,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",40.8,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",40.9,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",41.2,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",40.5,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",40.7,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",41,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",40.9,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",41.4,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",41,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",40.6,,
"CICDCANC","Malignant neoplasms of trachea, bronchus, lung","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",40.5,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",2.1,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",2.1,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",2.1,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",2.3,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",2.3,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",2.3,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",2.1,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",2.2,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",2.4,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",2.4,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",2.4,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",2.5,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",2.4,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",2.7,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",2.6,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",2.9,,
"CICDSANG","Diseases of the blood and blood-forming organs","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",2.7,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",27.1,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",27.4,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",29.4,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",30.3,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",29.7,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",30.2,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",27.6,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",26.6,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",26.9,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",27.1,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",27.4,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",27.3,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",27.4,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",28.2,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",25.8,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",27.9,,
"CICDENDO","Endocrine, nutritional and metabolic diseases","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",26.3,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",24.2,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",24.6,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",26.3,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",26.6,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",25.9,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",25.9,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",23,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",21.9,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",21.8,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",21.7,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",21.5,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",21.3,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",21.3,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",21.7,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",19.7,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",20.7,,
"CICDDBTM","Diabetes mellitus","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",19.2,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",9.9,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",8.9,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",9,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",9.7,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",10.8,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",12.6,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",15.2,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",16.2,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",19.2,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",22.4,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",24.1,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",25.3,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",28,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",33,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",32,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",38.3,,
"CICDTROU","Mental and behavioural disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",38.7,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",1.3,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",0.8,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",0.8,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",0.8,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",0.9,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",1.1,,
"CICDSUBS","Drug use disorders","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2016","2016",1,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2000","2000",18.6,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2001","2001",18.8,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2002","2002",19.9,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2003","2003",20.5,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2004","2004",19.3,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2005","2005",19.8,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2006","2006",20.2,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2007","2007",18.5,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2008","2008",19.7,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2009","2009",20.3,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2010","2010",20.7,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2011","2011",21.1,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2012","2012",22,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2013","2013",23.5,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2014","2014",23.1,,
"CICDNERV","Diseases of the nervous system","TXCMILTX","Deaths per 100 000 population (standardised rates)","DEU","Germany","2015","2015",25.3,,
