"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","GGEXP","TOT","PC_GDP","A","2005",51.8619354555706,
"BEL","GGEXP","TOT","PC_GDP","A","2006",48.7895027394922,
"BEL","GGEXP","TOT","PC_GDP","A","2007",48.5631029026634,
"BEL","GGEXP","TOT","PC_GDP","A","2008",50.7754949564043,
"BEL","GGEXP","TOT","PC_GDP","A","2009",54.6807137529988,
"BEL","GGEXP","TOT","PC_GDP","A","2010",53.8782139455268,
"BEL","GGEXP","TOT","PC_GDP","A","2011",55.3044968212703,
"BEL","GGEXP","TOT","PC_GDP","A","2012",56.4775993870132,
"BEL","GGEXP","TOT","PC_GDP","A","2013",56.1163968641824,
"BEL","GGEXP","TOT","PC_GDP","A","2014",55.5998921100646,
"BEL","GGEXP","TOT","PC_GDP","A","2015",53.7195459386506,
"BEL","GGEXP","TOT","PC_GDP","A","2016",53.1033029325089,
"BEL","GGEXP","TOT","PC_GDP","A","2017",51.909793982457,
"BEL","GGEXP","TOT","PC_GDP","A","2018",52.1151329281601,
"CZE","GGEXP","TOT","PC_GDP","A","1995",52.9287142904869,
"CZE","GGEXP","TOT","PC_GDP","A","1996",41.7732747744924,
"CZE","GGEXP","TOT","PC_GDP","A","1997",41.9540772696525,
"CZE","GGEXP","TOT","PC_GDP","A","1998",42.0802100644385,
"CZE","GGEXP","TOT","PC_GDP","A","1999",41.3626903470675,
"CZE","GGEXP","TOT","PC_GDP","A","2000",40.9646493874698,
"CZE","GGEXP","TOT","PC_GDP","A","2001",43.2036799310363,
"CZE","GGEXP","TOT","PC_GDP","A","2002",44.8127715684856,
"CZE","GGEXP","TOT","PC_GDP","A","2003",49.3450712394258,
"CZE","GGEXP","TOT","PC_GDP","A","2004",42.5549332493917,
"CZE","GGEXP","TOT","PC_GDP","A","2005",42.2731138881649,
"CZE","GGEXP","TOT","PC_GDP","A","2006",41.3565482558348,
"CZE","GGEXP","TOT","PC_GDP","A","2007",40.3743167200374,
"CZE","GGEXP","TOT","PC_GDP","A","2008",40.6369645812982,
"CZE","GGEXP","TOT","PC_GDP","A","2009",44.199802107109,
"CZE","GGEXP","TOT","PC_GDP","A","2010",43.5143637898035,
"CZE","GGEXP","TOT","PC_GDP","A","2011",43.034740582906,
"CZE","GGEXP","TOT","PC_GDP","A","2012",44.4796833034805,
"CZE","GGEXP","TOT","PC_GDP","A","2013",42.6025736629017,
"CZE","GGEXP","TOT","PC_GDP","A","2014",42.4340179827989,
"CZE","GGEXP","TOT","PC_GDP","A","2015",41.6988791681418,
"CZE","GGEXP","TOT","PC_GDP","A","2016",39.4825702235114,
"CZE","GGEXP","TOT","PC_GDP","A","2017",38.9439274759984,
"CZE","GGEXP","TOT","PC_GDP","A","2018",40.6909779853917,
"DNK","GGEXP","TOT","PC_GDP","A","1995",58.5260213251269,
"DNK","GGEXP","TOT","PC_GDP","A","1996",57.9984615720963,
"DNK","GGEXP","TOT","PC_GDP","A","1997",55.9074748096286,
"DNK","GGEXP","TOT","PC_GDP","A","1998",55.3952691635236,
"DNK","GGEXP","TOT","PC_GDP","A","1999",54.5332811905076,
"DNK","GGEXP","TOT","PC_GDP","A","2000",52.6867841519595,
"DNK","GGEXP","TOT","PC_GDP","A","2001",52.8374150263601,
"DNK","GGEXP","TOT","PC_GDP","A","2002",53.2143102731416,
"DNK","GGEXP","TOT","PC_GDP","A","2003",53.6393481727568,
"DNK","GGEXP","TOT","PC_GDP","A","2004",52.9973822762875,
"DNK","GGEXP","TOT","PC_GDP","A","2005",51.2414950522489,
"DNK","GGEXP","TOT","PC_GDP","A","2006",49.8297467010108,
"DNK","GGEXP","TOT","PC_GDP","A","2007",49.5914157506511,
"DNK","GGEXP","TOT","PC_GDP","A","2008",50.4107781068508,
"DNK","GGEXP","TOT","PC_GDP","A","2009",56.5363201461658,
"DNK","GGEXP","TOT","PC_GDP","A","2010",56.6732282890732,
"DNK","GGEXP","TOT","PC_GDP","A","2011",56.4293235080565,
"DNK","GGEXP","TOT","PC_GDP","A","2012",57.9549178731478,
"DNK","GGEXP","TOT","PC_GDP","A","2013",55.8203772455738,
"DNK","GGEXP","TOT","PC_GDP","A","2014",55.2177130612339,
"DNK","GGEXP","TOT","PC_GDP","A","2015",54.527640900107,
"DNK","GGEXP","TOT","PC_GDP","A","2016",52.4786358907725,
"DNK","GGEXP","TOT","PC_GDP","A","2017",51.2399902570257,
"DNK","GGEXP","TOT","PC_GDP","A","2018",50.9427148292386,
"FIN","GGEXP","TOT","PC_GDP","A","1995",61.0508478016012,
"FIN","GGEXP","TOT","PC_GDP","A","1996",59.4966840708051,
"FIN","GGEXP","TOT","PC_GDP","A","1997",56.0650500419649,
"FIN","GGEXP","TOT","PC_GDP","A","1998",52.3224928200276,
"FIN","GGEXP","TOT","PC_GDP","A","1999",50.9801758643512,
"FIN","GGEXP","TOT","PC_GDP","A","2000",47.9449143225693,
"FIN","GGEXP","TOT","PC_GDP","A","2001",47.2771524186188,
"FIN","GGEXP","TOT","PC_GDP","A","2002",48.4698894171841,
"FIN","GGEXP","TOT","PC_GDP","A","2003",49.340028599859,
"FIN","GGEXP","TOT","PC_GDP","A","2004",49.1231937918089,
"FIN","GGEXP","TOT","PC_GDP","A","2005",49.0196554676447,
"FIN","GGEXP","TOT","PC_GDP","A","2006",48.0696599709654,
"FIN","GGEXP","TOT","PC_GDP","A","2007",46.569769928156,
"FIN","GGEXP","TOT","PC_GDP","A","2008",47.8758397034978,
"FIN","GGEXP","TOT","PC_GDP","A","2009",54.091676891503,
"FIN","GGEXP","TOT","PC_GDP","A","2010",53.9068687115651,
"FIN","GGEXP","TOT","PC_GDP","A","2011",53.6576127031586,
"FIN","GGEXP","TOT","PC_GDP","A","2012",55.4405407959729,
"FIN","GGEXP","TOT","PC_GDP","A","2013",56.8233319139981,
"FIN","GGEXP","TOT","PC_GDP","A","2014",57.27680923358,
"FIN","GGEXP","TOT","PC_GDP","A","2015",56.4917094401211,
"FIN","GGEXP","TOT","PC_GDP","A","2016",55.6160869445287,
"FIN","GGEXP","TOT","PC_GDP","A","2017",53.7199560743194,
"FIN","GGEXP","TOT","PC_GDP","A","2018",53.0784656739344,
"FRA","GGEXP","TOT","PC_GDP","A","1995",54.8089795965272,
"FRA","GGEXP","TOT","PC_GDP","A","1996",54.8811514486539,
"FRA","GGEXP","TOT","PC_GDP","A","1997",54.53044105828,
"FRA","GGEXP","TOT","PC_GDP","A","1998",52.9244113452514,
"FRA","GGEXP","TOT","PC_GDP","A","1999",52.6299447751212,
"FRA","GGEXP","TOT","PC_GDP","A","2000",51.6523568141162,
"FRA","GGEXP","TOT","PC_GDP","A","2001",51.718372123261,
"FRA","GGEXP","TOT","PC_GDP","A","2002",52.7951687492797,
"FRA","GGEXP","TOT","PC_GDP","A","2003",53.2705655235346,
"FRA","GGEXP","TOT","PC_GDP","A","2004",52.9849139006079,
"FRA","GGEXP","TOT","PC_GDP","A","2005",53.2940899991789,
"FRA","GGEXP","TOT","PC_GDP","A","2006",52.8757661035273,
"FRA","GGEXP","TOT","PC_GDP","A","2007",52.5654180574443,
"FRA","GGEXP","TOT","PC_GDP","A","2008",53.2963089370502,
"FRA","GGEXP","TOT","PC_GDP","A","2009",57.1519018065277,
"FRA","GGEXP","TOT","PC_GDP","A","2010",56.8818351627258,
"FRA","GGEXP","TOT","PC_GDP","A","2011",56.2907330998475,
"FRA","GGEXP","TOT","PC_GDP","A","2012",57.1072728700251,
"FRA","GGEXP","TOT","PC_GDP","A","2013",57.2278620378247,
"FRA","GGEXP","TOT","PC_GDP","A","2014",57.2136489337207,
"FRA","GGEXP","TOT","PC_GDP","A","2015",56.7975720877425,
"FRA","GGEXP","TOT","PC_GDP","A","2016",56.5901521353512,
"FRA","GGEXP","TOT","PC_GDP","A","2017",56.379846653447,
"FRA","GGEXP","TOT","PC_GDP","A","2018",56.0375081276109,
"DEU","GGEXP","TOT","PC_GDP","A","1995",55.1170425575712,
"DEU","GGEXP","TOT","PC_GDP","A","1996",49.4190633815279,
"DEU","GGEXP","TOT","PC_GDP","A","1997",48.5683400045891,
"DEU","GGEXP","TOT","PC_GDP","A","1998",48.1452725846646,
"DEU","GGEXP","TOT","PC_GDP","A","1999",48.2120729504535,
"DEU","GGEXP","TOT","PC_GDP","A","2000",47.7577533438592,
"DEU","GGEXP","TOT","PC_GDP","A","2001",47.4162501035654,
"DEU","GGEXP","TOT","PC_GDP","A","2002",47.8715447746256,
"DEU","GGEXP","TOT","PC_GDP","A","2003",48.3041911402307,
"DEU","GGEXP","TOT","PC_GDP","A","2004",46.7914979757085,
"DEU","GGEXP","TOT","PC_GDP","A","2005",46.8207978814059,
"DEU","GGEXP","TOT","PC_GDP","A","2006",45.2352960906972,
"DEU","GGEXP","TOT","PC_GDP","A","2007",43.3977315916865,
"DEU","GGEXP","TOT","PC_GDP","A","2008",44.1995059866719,
"DEU","GGEXP","TOT","PC_GDP","A","2009",48.2003328249643,
"DEU","GGEXP","TOT","PC_GDP","A","2010",48.1416315707378,
"DEU","GGEXP","TOT","PC_GDP","A","2011",45.2384205289654,
"DEU","GGEXP","TOT","PC_GDP","A","2012",44.9179874039726,
"DEU","GGEXP","TOT","PC_GDP","A","2013",44.9443861490031,
"DEU","GGEXP","TOT","PC_GDP","A","2014",44.3030234710992,
"DEU","GGEXP","TOT","PC_GDP","A","2015",44.0424808667787,
"DEU","GGEXP","TOT","PC_GDP","A","2016",44.3024153664529,
"DEU","GGEXP","TOT","PC_GDP","A","2017",44.4198287205816,
"DEU","GGEXP","TOT","PC_GDP","A","2018",44.5673774133843,
"GRC","GGEXP","TOT","PC_GDP","A","1995",45.9997243202319,
"GRC","GGEXP","TOT","PC_GDP","A","1996",45.0829903744207,
"GRC","GGEXP","TOT","PC_GDP","A","1997",43.7059062646761,
"GRC","GGEXP","TOT","PC_GDP","A","1998",45.1491671535167,
"GRC","GGEXP","TOT","PC_GDP","A","1999",46.1541124111853,
"GRC","GGEXP","TOT","PC_GDP","A","2000",46.425674015025,
"GRC","GGEXP","TOT","PC_GDP","A","2001",45.9860932174109,
"GRC","GGEXP","TOT","PC_GDP","A","2002",45.7969227893809,
"GRC","GGEXP","TOT","PC_GDP","A","2003",46.5918300277855,
"GRC","GGEXP","TOT","PC_GDP","A","2004",47.6145925039729,
"GRC","GGEXP","TOT","PC_GDP","A","2005",45.561607453273,
"GRC","GGEXP","TOT","PC_GDP","A","2006",45.1167228885365,
"GRC","GGEXP","TOT","PC_GDP","A","2007",47.0694220897065,
"GRC","GGEXP","TOT","PC_GDP","A","2008",50.8454075582449,
"GRC","GGEXP","TOT","PC_GDP","A","2009",54.0844265917986,
"GRC","GGEXP","TOT","PC_GDP","A","2010",52.5103924554152,
"GRC","GGEXP","TOT","PC_GDP","A","2011",54.1296457164154,
"GRC","GGEXP","TOT","PC_GDP","A","2012",55.7880856892644,
"GRC","GGEXP","TOT","PC_GDP","A","2013",62.369960089379,
"GRC","GGEXP","TOT","PC_GDP","A","2014",50.2724559918241,
"GRC","GGEXP","TOT","PC_GDP","A","2015",53.5579829253118,
"GRC","GGEXP","TOT","PC_GDP","A","2016",49.0005134224615,
"GRC","GGEXP","TOT","PC_GDP","A","2017",47.4382094604379,
"GRC","GGEXP","TOT","PC_GDP","A","2018",46.9624308209176,
"HUN","GGEXP","TOT","PC_GDP","A","1995",55.2298190537007,
"HUN","GGEXP","TOT","PC_GDP","A","1996",51.0837853756614,
"HUN","GGEXP","TOT","PC_GDP","A","1997",49.6011459540713,
"HUN","GGEXP","TOT","PC_GDP","A","1998",50.7941438795544,
"HUN","GGEXP","TOT","PC_GDP","A","1999",49.0211166512253,
"HUN","GGEXP","TOT","PC_GDP","A","2000",47.3470157576689,
"HUN","GGEXP","TOT","PC_GDP","A","2001",47.2523589653672,
"HUN","GGEXP","TOT","PC_GDP","A","2002",50.9948199076292,
"HUN","GGEXP","TOT","PC_GDP","A","2003",49.1118836702213,
"HUN","GGEXP","TOT","PC_GDP","A","2004",48.7970821147921,
"HUN","GGEXP","TOT","PC_GDP","A","2005",49.4191676622753,
"HUN","GGEXP","TOT","PC_GDP","A","2006",51.4191185097699,
"HUN","GGEXP","TOT","PC_GDP","A","2007",49.9398320377409,
"HUN","GGEXP","TOT","PC_GDP","A","2008",48.803411241316,
"HUN","GGEXP","TOT","PC_GDP","A","2009",50.678490470879,
"HUN","GGEXP","TOT","PC_GDP","A","2010",49.200016502331,
"HUN","GGEXP","TOT","PC_GDP","A","2011",49.3501096515268,
"HUN","GGEXP","TOT","PC_GDP","A","2012",49.3690119187061,
"HUN","GGEXP","TOT","PC_GDP","A","2013",50.1636314457747,
"HUN","GGEXP","TOT","PC_GDP","A","2014",50.2143101310177,
"HUN","GGEXP","TOT","PC_GDP","A","2015",50.6404159653627,
"HUN","GGEXP","TOT","PC_GDP","A","2016",47.2018127536105,
"HUN","GGEXP","TOT","PC_GDP","A","2017",46.9727930735865,
"HUN","GGEXP","TOT","PC_GDP","A","2018",46.6862454600784,
"ISL","GGEXP","TOT","PC_GDP","A","2012",43.8299563976715,
"ISL","GGEXP","TOT","PC_GDP","A","2013",42.3964525590474,
"ISL","GGEXP","TOT","PC_GDP","A","2014",43.8125618209871,
"ISL","GGEXP","TOT","PC_GDP","A","2015",41.3752160261421,
"ISL","GGEXP","TOT","PC_GDP","A","2016",44.5098854133971,
"ISL","GGEXP","TOT","PC_GDP","A","2017",42.9656672700601,
"ISL","GGEXP","TOT","PC_GDP","A","2018",42.3538737977418,
"IRL","GGEXP","TOT","PC_GDP","A","1995",40.8090431458034,
"IRL","GGEXP","TOT","PC_GDP","A","1996",38.9752761138121,
"IRL","GGEXP","TOT","PC_GDP","A","1997",36.4947544939444,
"IRL","GGEXP","TOT","PC_GDP","A","1998",34.5811473202373,
"IRL","GGEXP","TOT","PC_GDP","A","1999",32.872556290812,
"IRL","GGEXP","TOT","PC_GDP","A","2000",30.8966933216241,
"IRL","GGEXP","TOT","PC_GDP","A","2001",32.5129387834801,
"IRL","GGEXP","TOT","PC_GDP","A","2002",33.2179573457227,
"IRL","GGEXP","TOT","PC_GDP","A","2003",33.015438012017,
"IRL","GGEXP","TOT","PC_GDP","A","2004",33.1861472256162,
"IRL","GGEXP","TOT","PC_GDP","A","2005",33.3720929037013,
"IRL","GGEXP","TOT","PC_GDP","A","2006",33.8760234339866,
"IRL","GGEXP","TOT","PC_GDP","A","2007",35.9405341838805,
"IRL","GGEXP","TOT","PC_GDP","A","2008",41.8435776331827,
"IRL","GGEXP","TOT","PC_GDP","A","2009",47.0466617980784,
"IRL","GGEXP","TOT","PC_GDP","A","2010",65.0799336050088,
"IRL","GGEXP","TOT","PC_GDP","A","2011",46.6530081068269,
"IRL","GGEXP","TOT","PC_GDP","A","2012",42.0788983356112,
"IRL","GGEXP","TOT","PC_GDP","A","2013",40.4133152739855,
"IRL","GGEXP","TOT","PC_GDP","A","2014",37.5455005526998,
"IRL","GGEXP","TOT","PC_GDP","A","2015",28.9183356653059,
"IRL","GGEXP","TOT","PC_GDP","A","2016",27.7388016988254,
"IRL","GGEXP","TOT","PC_GDP","A","2017",26.076509130606,
"IRL","GGEXP","TOT","PC_GDP","A","2018",25.3576963399641,
"ITA","GGEXP","TOT","PC_GDP","A","1995",51.6187715736369,
"ITA","GGEXP","TOT","PC_GDP","A","1996",51.4891535078791,
"ITA","GGEXP","TOT","PC_GDP","A","1997",49.4918649786109,
"ITA","GGEXP","TOT","PC_GDP","A","1998",48.1501569864709,
"ITA","GGEXP","TOT","PC_GDP","A","1999",47.2138225817226,
"ITA","GGEXP","TOT","PC_GDP","A","2000",46.5356421185797,
"ITA","GGEXP","TOT","PC_GDP","A","2001",47.3395122352195,
"ITA","GGEXP","TOT","PC_GDP","A","2002",46.6997847597968,
"ITA","GGEXP","TOT","PC_GDP","A","2003",47.1744610212483,
"ITA","GGEXP","TOT","PC_GDP","A","2004",46.8796455875052,
"ITA","GGEXP","TOT","PC_GDP","A","2005",47.2417865324956,
"ITA","GGEXP","TOT","PC_GDP","A","2006",47.793605252521,
"ITA","GGEXP","TOT","PC_GDP","A","2007",46.7836499942595,
"ITA","GGEXP","TOT","PC_GDP","A","2008",47.8336256336175,
"ITA","GGEXP","TOT","PC_GDP","A","2009",51.1109199211111,
"ITA","GGEXP","TOT","PC_GDP","A","2010",49.9277778888007,
"ITA","GGEXP","TOT","PC_GDP","A","2011",49.1744138216223,
"ITA","GGEXP","TOT","PC_GDP","A","2012",50.5900574792994,
"ITA","GGEXP","TOT","PC_GDP","A","2013",50.9515013257159,
"ITA","GGEXP","TOT","PC_GDP","A","2014",50.8554843365415,
"ITA","GGEXP","TOT","PC_GDP","A","2015",50.3171223091119,
"ITA","GGEXP","TOT","PC_GDP","A","2016",48.9890002681941,
"ITA","GGEXP","TOT","PC_GDP","A","2017",48.6616091003026,
"ITA","GGEXP","TOT","PC_GDP","A","2018",48.3873506498418,
"JPN","GGEXP","TOT","PC_GDP","A","2005",35.5129844955324,
"JPN","GGEXP","TOT","PC_GDP","A","2006",35.0333292400523,
"JPN","GGEXP","TOT","PC_GDP","A","2007",35.0826480632822,
"JPN","GGEXP","TOT","PC_GDP","A","2008",36.7044051101206,
"JPN","GGEXP","TOT","PC_GDP","A","2009",40.7242273253783,
"JPN","GGEXP","TOT","PC_GDP","A","2010",39.6088048879003,
"JPN","GGEXP","TOT","PC_GDP","A","2011",40.9071068164267,
"JPN","GGEXP","TOT","PC_GDP","A","2012",40.6914173589151,
"JPN","GGEXP","TOT","PC_GDP","A","2013",40.8301197434852,
"JPN","GGEXP","TOT","PC_GDP","A","2014",40.2869369264181,
"JPN","GGEXP","TOT","PC_GDP","A","2015",39.440672077344,
"JPN","GGEXP","TOT","PC_GDP","A","2016",39.228442020461,
"JPN","GGEXP","TOT","PC_GDP","A","2017",38.7836065898097,
"JPN","GGEXP","TOT","PC_GDP","A","2018",38.9471885335266,
"KOR","GGEXP","TOT","PC_GDP","A","2007",28.0381902541728,
"KOR","GGEXP","TOT","PC_GDP","A","2008",29.8106810983901,
"KOR","GGEXP","TOT","PC_GDP","A","2009",32.2800549584157,
"KOR","GGEXP","TOT","PC_GDP","A","2010",29.5997115403227,
"KOR","GGEXP","TOT","PC_GDP","A","2011",30.3843831096179,
"KOR","GGEXP","TOT","PC_GDP","A","2012",30.8025337484309,
"KOR","GGEXP","TOT","PC_GDP","A","2013",30.1303135068044,
"KOR","GGEXP","TOT","PC_GDP","A","2014",30.4210447449017,
"KOR","GGEXP","TOT","PC_GDP","A","2015",30.3981996512226,
"KOR","GGEXP","TOT","PC_GDP","A","2016",30.2959892223002,
"KOR","GGEXP","TOT","PC_GDP","A","2017",30.2707183544659,
"LUX","GGEXP","TOT","PC_GDP","A","1995",40.6752770790476,
"LUX","GGEXP","TOT","PC_GDP","A","1996",41.0988737998658,
"LUX","GGEXP","TOT","PC_GDP","A","1997",41.1998107240377,
"LUX","GGEXP","TOT","PC_GDP","A","1998",41.8154957653273,
"LUX","GGEXP","TOT","PC_GDP","A","1999",39.3819682508105,
"LUX","GGEXP","TOT","PC_GDP","A","2000",37.8124769951965,
"LUX","GGEXP","TOT","PC_GDP","A","2001",38.2295033032239,
"LUX","GGEXP","TOT","PC_GDP","A","2002",41.3592330272303,
"LUX","GGEXP","TOT","PC_GDP","A","2003",43.5008834269711,
"LUX","GGEXP","TOT","PC_GDP","A","2004",43.8246983428914,
"LUX","GGEXP","TOT","PC_GDP","A","2005",43.5787105608064,
"LUX","GGEXP","TOT","PC_GDP","A","2006",39.6601500009835,
"LUX","GGEXP","TOT","PC_GDP","A","2007",37.8056934542203,
"LUX","GGEXP","TOT","PC_GDP","A","2008",39.6956813053179,
"LUX","GGEXP","TOT","PC_GDP","A","2009",45.1434622682282,
"LUX","GGEXP","TOT","PC_GDP","A","2010",44.1258224813238,
"LUX","GGEXP","TOT","PC_GDP","A","2011",42.3660372426082,
"LUX","GGEXP","TOT","PC_GDP","A","2012",44.06986337874,
"LUX","GGEXP","TOT","PC_GDP","A","2013",43.3219368097247,
"LUX","GGEXP","TOT","PC_GDP","A","2014",41.9658350451081,
"LUX","GGEXP","TOT","PC_GDP","A","2015",41.5688737606838,
"LUX","GGEXP","TOT","PC_GDP","A","2016",40.7414931968594,
"LUX","GGEXP","TOT","PC_GDP","A","2017",41.9339802149149,
"NLD","GGEXP","TOT","PC_GDP","A","1995",53.7210170324718,
"NLD","GGEXP","TOT","PC_GDP","A","1996",46.9693144722524,
"NLD","GGEXP","TOT","PC_GDP","A","1997",45.4791543601611,
"NLD","GGEXP","TOT","PC_GDP","A","1998",44.3320356585805,
"NLD","GGEXP","TOT","PC_GDP","A","1999",43.4199766842528,
"NLD","GGEXP","TOT","PC_GDP","A","2000",42.1770016836022,
"NLD","GGEXP","TOT","PC_GDP","A","2001",42.8825788939593,
"NLD","GGEXP","TOT","PC_GDP","A","2002",43.5808970401307,
"NLD","GGEXP","TOT","PC_GDP","A","2003",44.5394980597102,
"NLD","GGEXP","TOT","PC_GDP","A","2004",43.4712046039381,
"NLD","GGEXP","TOT","PC_GDP","A","2005",42.243452783985,
"NLD","GGEXP","TOT","PC_GDP","A","2006",42.9671916324806,
"NLD","GGEXP","TOT","PC_GDP","A","2007",42.3376455577628,
"NLD","GGEXP","TOT","PC_GDP","A","2008",43.1081369225492,
"NLD","GGEXP","TOT","PC_GDP","A","2009",47.5833890807596,
"NLD","GGEXP","TOT","PC_GDP","A","2010",47.8636142474737,
"NLD","GGEXP","TOT","PC_GDP","A","2011",46.7926176158091,
"NLD","GGEXP","TOT","PC_GDP","A","2012",46.752051408496,
"NLD","GGEXP","TOT","PC_GDP","A","2013",46.5217582211267,
"NLD","GGEXP","TOT","PC_GDP","A","2014",45.7415569718268,
"NLD","GGEXP","TOT","PC_GDP","A","2015",44.6119465281562,
"NLD","GGEXP","TOT","PC_GDP","A","2016",43.5802449963788,
"NLD","GGEXP","TOT","PC_GDP","A","2017",42.4486483703766,
"NLD","GGEXP","TOT","PC_GDP","A","2018",42.0526614292045,
"NOR","GGEXP","TOT","PC_GDP","A","1995",50.6590955813186,
"NOR","GGEXP","TOT","PC_GDP","A","1996",48.2603122108106,
"NOR","GGEXP","TOT","PC_GDP","A","1997",46.6477123381289,
"NOR","GGEXP","TOT","PC_GDP","A","1998",48.9050686997175,
"NOR","GGEXP","TOT","PC_GDP","A","1999",47.5470672495376,
"NOR","GGEXP","TOT","PC_GDP","A","2000",42.4242162885138,
"NOR","GGEXP","TOT","PC_GDP","A","2001",44.1849612543837,
"NOR","GGEXP","TOT","PC_GDP","A","2002",47.1783301495299,
"NOR","GGEXP","TOT","PC_GDP","A","2003",48.3153168053598,
"NOR","GGEXP","TOT","PC_GDP","A","2004",45.4346558086841,
"NOR","GGEXP","TOT","PC_GDP","A","2005",42.4873629827733,
"NOR","GGEXP","TOT","PC_GDP","A","2006",41.1931145228774,
"NOR","GGEXP","TOT","PC_GDP","A","2007",41.7398634058003,
"NOR","GGEXP","TOT","PC_GDP","A","2008",40.575008917989,
"NOR","GGEXP","TOT","PC_GDP","A","2009",46.5000549726352,
"NOR","GGEXP","TOT","PC_GDP","A","2010",45.3903736051884,
"NOR","GGEXP","TOT","PC_GDP","A","2011",44.1831385803544,
"NOR","GGEXP","TOT","PC_GDP","A","2012",43.3108989616582,
"NOR","GGEXP","TOT","PC_GDP","A","2013",44.4078321867763,
"NOR","GGEXP","TOT","PC_GDP","A","2014",46.2508445262916,
"NOR","GGEXP","TOT","PC_GDP","A","2015",49.2803345881675,
"NOR","GGEXP","TOT","PC_GDP","A","2016",51.533819559298,
"NOR","GGEXP","TOT","PC_GDP","A","2017",50.4773649913728,
"NOR","GGEXP","TOT","PC_GDP","A","2018",49.1596098400956,
"POL","GGEXP","TOT","PC_GDP","A","1995",47.888929828277,
"POL","GGEXP","TOT","PC_GDP","A","1996",51.1398974544493,
"POL","GGEXP","TOT","PC_GDP","A","1997",47.0685749548672,
"POL","GGEXP","TOT","PC_GDP","A","1998",45.136370386259,
"POL","GGEXP","TOT","PC_GDP","A","1999",43.3881836423397,
"POL","GGEXP","TOT","PC_GDP","A","2000",42.0715790713676,
"POL","GGEXP","TOT","PC_GDP","A","2001",45.0472708064628,
"POL","GGEXP","TOT","PC_GDP","A","2002",45.40153315125,
"POL","GGEXP","TOT","PC_GDP","A","2003",45.7918503895121,
"POL","GGEXP","TOT","PC_GDP","A","2004",43.5900293871147,
"POL","GGEXP","TOT","PC_GDP","A","2005",44.232394344867,
"POL","GGEXP","TOT","PC_GDP","A","2006",44.4277748956595,
"POL","GGEXP","TOT","PC_GDP","A","2007",42.890655852691,
"POL","GGEXP","TOT","PC_GDP","A","2008",44.0164284331327,
"POL","GGEXP","TOT","PC_GDP","A","2009",44.8298755065767,
"POL","GGEXP","TOT","PC_GDP","A","2010",45.8075082093797,
"POL","GGEXP","TOT","PC_GDP","A","2011",43.8797210152512,
"POL","GGEXP","TOT","PC_GDP","A","2012",42.859413596821,
"POL","GGEXP","TOT","PC_GDP","A","2013",42.5947329191047,
"POL","GGEXP","TOT","PC_GDP","A","2014",42.3944943996559,
